agent,seed,step,value
vanilla,0,800,-32.01544952392578
vanilla,0,1600,-28.774499893188477
vanilla,0,2400,-26.827157974243164
vanilla,0,3200,-27.28910255432129
vanilla,0,4000,-27.640941619873047
vanilla,0,4800,-28.404638290405273
vanilla,0,5600,-27.762666702270508
vanilla,0,6400,5.979853630065918
vanilla,0,7200,2.708989143371582
vanilla,0,8000,-0.49587494134902954
vanilla,0,8800,5.5906476974487305
vanilla,0,9600,2.6188693046569824
vanilla,0,10400,-1.5493214130401611
vanilla,0,11200,-3.9805328845977783
vanilla,0,12000,21.8986759185791
vanilla,0,12800,38.777587890625
vanilla,0,13600,34.49473190307617
vanilla,0,14400,39.287784576416016
vanilla,0,15200,281.7920227050781
vanilla,0,16000,458.05987548828125
vanilla,0,16800,604.160400390625
vanilla,0,17600,611.8297729492188
vanilla,0,18400,596.3569946289062
vanilla,0,19200,711.1870727539062
vanilla,0,20000,814.892822265625
vanilla,0,20800,948.7864379882812
vanilla,0,21600,1083.9957275390625
vanilla,0,22400,1211.309326171875
vanilla,0,23200,1306.6832275390625
vanilla,0,24000,1432.87890625
vanilla,0,24800,1433.4608154296875
vanilla,0,25600,1433.3743896484375
vanilla,0,26400,1481.18798828125
vanilla,0,27200,1573.790771484375
vanilla,0,28000,1617.3272705078125
vanilla,0,28800,1642.3330078125
vanilla,0,29600,1776.2606201171875
vanilla,0,30400,1880.492431640625
vanilla,0,31200,2014.7523193359375
vanilla,0,32000,2073.997314453125
vanilla,0,32800,2199.95849609375
vanilla,0,33600,2275.01708984375
vanilla,0,34400,2350.865234375
vanilla,0,35200,2252.884765625
vanilla,0,36000,2199.77001953125
vanilla,0,36800,2142.962646484375
vanilla,0,37600,2231.105224609375
vanilla,0,38400,2343.959716796875
vanilla,0,39200,2364.02587890625
vanilla,0,40000,2358.95361328125
vanilla,0,40800,2353.368896484375
vanilla,0,41600,2350.589599609375
vanilla,0,42400,2343.98828125
vanilla,0,43200,2360.478515625
vanilla,0,44000,2353.146240234375
vanilla,0,44800,2460.466552734375
vanilla,0,45600,2582.0888671875
vanilla,0,46400,2635.835205078125
vanilla,0,47200,2647.651123046875
vanilla,0,48000,2694.70068359375
vanilla,0,48800,2771.16455078125
vanilla,0,49600,2740.6796875
vanilla,0,50400,2761.37890625
vanilla,0,51200,2751.54931640625
vanilla,0,52000,2763.938232421875
vanilla,0,52800,2761.807373046875
vanilla,0,53600,2794.64013671875
vanilla,0,54400,2787.7783203125
vanilla,0,55200,2774.359375
vanilla,0,56000,2739.535400390625
vanilla,0,56800,2654.47021484375
vanilla,0,57600,2534.773193359375
vanilla,0,58400,2434.940185546875
vanilla,0,59200,2280.17138671875
vanilla,0,60000,2152.347412109375
vanilla,0,60800,2024.4931640625
vanilla,0,61600,1892.4488525390625
vanilla,0,62400,1844.9322509765625
vanilla,0,63200,1872.4981689453125
vanilla,0,64000,1894.4461669921875
vanilla,0,64800,1927.40869140625
vanilla,0,65600,1953.1805419921875
vanilla,0,66400,2035.312255859375
vanilla,0,67200,2098.880615234375
vanilla,0,68000,2192.658203125
vanilla,0,68800,2273.723388671875
vanilla,0,69600,2355.126220703125
vanilla,0,70400,2387.715576171875
vanilla,0,71200,2444.27685546875
vanilla,0,72000,2512.76416015625
vanilla,0,72800,2566.786376953125
vanilla,0,73600,2623.9130859375
vanilla,0,74400,2740.57958984375
vanilla,0,75200,2876.451171875
vanilla,0,76000,3005.531494140625
vanilla,0,76800,3234.574462890625
vanilla,0,77600,3440.235595703125
vanilla,0,78400,3630.385009765625
vanilla,0,79200,3825.369873046875
vanilla,0,80000,4045.216796875
vanilla,0,80800,4198.2841796875
vanilla,0,81600,4389.974609375
vanilla,0,82400,4482.9765625
vanilla,0,83200,4483.16845703125
vanilla,0,84000,4512.56982421875
vanilla,0,84800,4538.94482421875
vanilla,0,85600,4546.73583984375
vanilla,0,86400,4504.61181640625
vanilla,0,87200,4510.61328125
vanilla,0,88000,4490.85205078125
vanilla,0,88800,4455.73828125
vanilla,0,89600,4451.048828125
vanilla,0,90400,4443.54345703125
vanilla,0,91200,4474.96142578125
vanilla,0,92000,4512.48388671875
vanilla,0,92800,4497.51025390625
vanilla,0,93600,4477.783203125
vanilla,0,94400,4438.6337890625
vanilla,0,95200,4411.74658203125
vanilla,0,96000,4366.8837890625
vanilla,0,96800,4287.76904296875
vanilla,0,97600,4274.7490234375
vanilla,0,98400,4282.984375
vanilla,0,99200,4284.46923828125
vanilla,0,100000,4301.85595703125
vanilla,0,100800,4388.26220703125
vanilla,0,101600,4415.63134765625
vanilla,0,102400,4477.201171875
vanilla,0,103200,4554.8916015625
vanilla,0,104000,4620.69921875
vanilla,0,104800,4723.10546875
vanilla,0,105600,4860.77783203125
vanilla,0,106400,4971.51416015625
vanilla,0,107200,4993.08154296875
vanilla,0,108000,4940.27392578125
vanilla,0,108800,4868.18408203125
vanilla,0,109600,4871.27294921875
vanilla,0,110400,4900.048828125
vanilla,0,111200,4880.40673828125
vanilla,0,112000,4885.52587890625
vanilla,0,112800,4880.31787109375
vanilla,0,113600,4925.47314453125
vanilla,0,114400,4961.751953125
vanilla,0,115200,5047.587890625
vanilla,0,116000,5099.00927734375
vanilla,0,116800,5187.61328125
vanilla,0,117600,5241.9716796875
vanilla,0,118400,5303.1787109375
vanilla,0,119200,5331.60888671875
vanilla,0,120000,5393.9013671875
vanilla,0,120800,5429.1591796875
vanilla,0,121600,5466.9658203125
vanilla,0,122400,5374.10791015625
vanilla,0,123200,5371.60693359375
vanilla,0,124000,5366.7783203125
vanilla,0,124800,5242.130859375
vanilla,0,125600,5103.02392578125
vanilla,0,126400,5060.63720703125
vanilla,0,127200,5163.69140625
vanilla,0,128000,5363.91796875
vanilla,0,128800,5609.01904296875
vanilla,0,129600,5695.87890625
vanilla,0,130400,5791.46484375
vanilla,0,131200,5862.546875
vanilla,0,132000,5935.54736328125
vanilla,0,132800,6032.85400390625
vanilla,0,133600,6061.703125
vanilla,0,134400,6082.9228515625
vanilla,0,135200,6006.9560546875
vanilla,0,136000,6137.7490234375
vanilla,0,136800,6245.60595703125
vanilla,0,137600,6360.4248046875
vanilla,0,138400,6460.32958984375
vanilla,0,139200,6584.4150390625
vanilla,0,140000,6574.8681640625
vanilla,0,140800,6580.05322265625
vanilla,0,141600,6732.1767578125
vanilla,0,142400,7015.34765625
vanilla,0,143200,7124.26904296875
vanilla,0,144000,7247.02978515625
vanilla,0,144800,7517.80029296875
vanilla,0,145600,7604.7998046875
vanilla,0,146400,7741.9375
vanilla,0,147200,7794.46435546875
vanilla,0,148000,7607.78466796875
vanilla,0,148800,7669.97412109375
vanilla,0,149600,7798.27099609375
vanilla,0,150400,7901.47119140625
vanilla,0,151200,8037.552734375
vanilla,0,152000,8102.96728515625
vanilla,0,152800,8199.10546875
vanilla,0,153600,8315.6357421875
vanilla,0,154400,8508.8466796875
vanilla,0,155200,8728.900390625
vanilla,0,156000,8812.529296875
vanilla,0,156800,8877.8798828125
vanilla,0,157600,8881.0400390625
vanilla,0,158400,8893.0087890625
vanilla,0,159200,8895.3955078125
vanilla,0,160000,8982.3154296875
